International plan,Voice mail plan,Account length,Total day charge,Customer service calls,Churn,State,churn_probability,predicted_churn,risk_tier
No,No,127,23.73,2,No,OH,0.0,No,Low
No,Yes,138,31.26,1,No,KS,0.02,No,Low
No,No,120,34.56,3,No,TX,0.04,No,Low
No,Yes,141,31.52,4,No,DC,0.06,No,Low
No,Yes,87,40.94,2,No,OR,0.02,No,Low
No,No,97,46.94,0,Yes,WA,0.9,Yes,Critical
No,Yes,162,30.55,1,Yes,NC,0.59,Yes,High
No,No,119,13.92,2,Yes,TX,0.61,Yes,High
No,Yes,107,42.26,1,No,WI,0.04,No,Low
No,Yes,140,26.71,1,No,SC,0.03,No,Low
No,No,91,26.01,1,Yes,SD,0.68,Yes,High
No,No,135,37.2,4,No,OH,0.06,No,Low
No,Yes,86,33.64,0,No,HI,0.0,No,Low
No,No,131,28.31,1,No,KY,0.02,No,Low
No,Yes,86,38.32,1,No,OH,0.1,No,Low
No,No,85,35.75,1,No,AL,0.01,No,Low
No,Yes,195,39.39,0,No,VT,0.01,No,Low
No,No,177,32.22,1,No,ND,0.01,No,Low
No,No,100,12.04,6,Yes,WA,0.9,Yes,Critical
No,No,124,22.41,1,No,CT,0.04,No,Low
Yes,No,81,42.6,1,No,DE,0.12,No,Low
No,No,105,47.82,0,Yes,HI,0.94,Yes,Critical
Yes,Yes,126,21.98,1,No,MI,0.04,No,Low
No,No,71,40.46,0,Yes,ND,0.8,Yes,Critical
No,No,139,35.89,0,No,NE,0.0,No,Low
No,No,77,28.8,1,No,NE,0.07,No,Low
No,No,72,30.11,1,No,KY,0.0,No,Low
No,Yes,74,29.68,1,No,KS,0.01,No,Low
No,No,124,25.55,2,No,ND,0.01,No,Low
No,Yes,113,26.83,5,Yes,KY,0.48,No,Medium
No,No,66,20.06,1,No,ME,0.03,No,Low
No,Yes,124,24.57,2,No,MT,0.03,No,Low
No,No,134,31.25,1,No,IL,0.0,No,Low
No,Yes,41,32.59,1,No,ME,0.01,No,Low
No,Yes,159,26.11,2,No,SC,0.01,No,Low
Yes,Yes,87,29.1,1,No,IL,0.06,No,Low
No,No,132,40.82,3,No,WA,0.01,No,Low
No,No,86,14.25,1,No,NE,0.01,No,Low
Yes,No,55,45.83,1,No,IL,0.2,No,Low
No,No,101,23.15,3,No,VT,0.03,No,Low
No,No,94,45.76,3,Yes,KS,0.84,Yes,Critical
No,No,68,37.33,2,No,ND,0.0,No,Low
No,No,98,40.15,0,No,CO,0.11,No,Low
No,No,123,44.35,3,No,TX,0.24,No,Low
No,No,111,42.47,0,Yes,CA,0.86,Yes,Critical
No,Yes,69,45.7,0,No,MS,0.11,No,Low
No,Yes,127,23.82,1,No,RI,0.02,No,Low
No,No,105,32.93,1,No,NM,0.04,No,Low
No,No,75,38.2,3,No,VA,0.05,No,Low
No,No,126,32.45,1,No,TX,0.02,No,Low
No,No,41,39.46,3,Yes,NM,0.84,Yes,Critical
No,No,113,15.4,1,No,RI,0.03,No,Low
No,No,78,25.99,2,No,NY,0.0,No,Low
No,No,110,41.0,2,No,WA,0.04,No,Low
Yes,Yes,112,34.05,1,No,NE,0.06,No,Low
No,No,104,16.52,0,No,ID,0.07,No,Low
No,No,127,38.13,2,No,WV,0.01,No,Low
No,No,61,45.41,1,Yes,NE,0.81,Yes,Critical
No,Yes,65,36.64,2,No,RI,0.01,No,Low
No,Yes,152,40.65,5,No,CT,0.08,No,Low
Yes,No,63,10.69,1,No,RI,0.11,No,Low
No,No,100,35.85,4,No,IA,0.06,No,Low
No,No,29,53.24,2,Yes,MS,0.91,Yes,Critical
No,No,175,22.44,1,No,ME,0.02,No,Low
Yes,Yes,98,41.74,1,No,MS,0.07,No,Low
No,No,121,22.8,2,No,VA,0.02,No,Low
No,No,104,24.57,2,No,PA,0.08,No,Low
No,No,123,25.5,3,No,NE,0.04,No,Low
No,Yes,61,46.02,3,No,MI,0.11,No,Low
No,No,160,43.52,3,No,MD,0.13,No,Low
No,No,153,26.28,1,No,AR,0.1,No,Low
No,No,31,28.12,1,No,FL,0.01,No,Low
No,No,122,28.61,1,No,KY,0.0,No,Low
No,Yes,46,32.54,1,No,IN,0.18,No,Low
No,No,103,26.98,1,No,FL,0.02,No,Low
Yes,Yes,68,33.24,1,Yes,IL,0.92,Yes,Critical
No,Yes,149,44.95,2,No,AL,0.02,No,Low
No,No,102,46.44,2,Yes,MT,0.84,Yes,Critical
No,No,153,27.12,1,Yes,WI,0.73,Yes,High
No,No,122,24.75,0,No,NY,0.04,No,Low
Yes,No,127,42.08,2,No,WY,0.18,No,Low
Yes,No,126,40.75,1,Yes,NY,0.85,Yes,Critical
No,No,90,18.68,0,No,CO,0.0,No,Low
No,No,37,40.78,2,Yes,CA,0.75,Yes,Critical
No,No,132,33.63,4,Yes,CO,0.24,No,Low
No,Yes,38,19.62,2,No,KY,0.02,No,Low
No,No,92,33.52,2,No,ID,0.01,No,Low
No,Yes,111,32.83,1,No,HI,0.0,No,Low
No,Yes,121,44.73,5,No,TX,0.08,No,Low
No,No,131,33.49,1,No,GA,0.02,No,Low
No,No,19,34.26,1,No,ME,0.02,No,Low
No,No,135,29.48,1,No,OH,0.05,No,Low
No,No,129,17.24,1,No,TN,0.06,No,Low
No,No,142,39.53,4,No,VT,0.17,No,Low
No,Yes,130,29.67,1,No,MD,0.04,No,Low
No,No,92,30.84,2,No,NE,0.0,No,Low
No,Yes,146,30.72,2,No,WY,0.02,No,Low
Yes,Yes,152,24.96,1,Yes,WV,0.81,Yes,Critical
No,No,189,38.73,3,No,MS,0.03,No,Low
No,Yes,95,27.25,0,No,OH,0.01,No,Low
No,No,1,29.78,1,No,AK,0.04,No,Low
No,Yes,141,19.87,0,No,IN,0.07,No,Low
No,No,111,25.87,0,No,WA,0.0,No,Low
No,No,143,28.53,4,Yes,RI,0.63,Yes,High
No,Yes,148,44.69,1,No,AL,0.03,No,Low
No,Yes,143,24.11,1,No,MT,0.02,No,Low
No,No,90,28.48,1,No,NM,0.05,No,Low
No,No,169,25.02,3,No,OH,0.05,No,Low
No,No,53,24.67,2,No,LA,0.01,No,Low
No,No,15,22.98,2,No,MO,0.04,No,Low
No,Yes,123,21.2,1,No,DC,0.02,No,Low
No,No,95,29.58,0,No,TN,0.04,No,Low
No,No,82,45.08,2,No,WA,0.18,No,Low
No,No,180,24.36,1,No,RI,0.01,No,Low
No,No,125,19.21,2,Yes,RI,0.64,Yes,High
Yes,Yes,138,35.9,3,Yes,OR,0.82,Yes,Critical
No,No,90,26.84,2,No,MA,0.0,No,Low
No,No,190,30.97,2,No,NC,0.02,No,Low
No,Yes,143,24.04,1,No,IA,0.03,No,Low
No,No,183,18.41,0,No,IL,0.13,No,Low
No,No,58,42.02,2,Yes,KY,0.44,No,Medium
No,No,123,28.37,3,No,TN,0.02,No,Low
No,No,155,12.1,0,No,GA,0.13,No,Low
No,No,53,27.9,1,No,MN,0.05,No,Low
No,No,101,26.25,1,No,MT,0.02,No,Low
No,No,122,39.3,1,Yes,ND,0.83,Yes,Critical
No,No,163,34.49,5,No,VA,0.06,No,Low
No,No,120,30.12,2,No,ND,0.04,No,Low
No,No,196,22.63,1,No,TN,0.03,No,Low
No,Yes,147,41.38,2,No,NE,0.09,No,Low
No,Yes,81,28.61,4,No,IN,0.17,No,Low
No,Yes,165,18.97,0,No,OR,0.05,No,Low
No,No,115,35.05,1,No,TN,0.02,No,Low
No,Yes,90,26.64,2,No,TX,0.01,No,Low
No,No,37,37.57,4,No,TN,0.2,No,Low
No,No,76,28.17,1,No,NC,0.0,No,Low
No,No,109,26.32,3,No,MT,0.03,No,Low
No,No,105,21.32,2,No,HI,0.01,No,Low
No,No,74,21.22,3,No,MI,0.01,No,Low
No,No,76,30.46,0,No,AL,0.03,No,Low
No,No,116,41.8,3,No,CT,0.08,No,Low
No,No,138,35.0,0,No,UT,0.03,No,Low
No,No,102,31.76,2,No,DC,0.04,No,Low
No,No,164,32.66,3,No,UT,0.04,No,Low
No,No,125,40.92,0,Yes,MN,0.87,Yes,Critical
No,No,209,43.37,3,Yes,SC,0.73,Yes,High
No,Yes,116,31.21,2,No,NH,0.06,No,Low
No,Yes,189,26.38,1,No,MD,0.01,No,Low
No,No,84,34.58,1,No,OK,0.06,No,Low
No,No,182,47.45,2,Yes,NJ,0.9,Yes,Critical
No,No,171,32.27,0,No,HI,0.01,No,Low
No,No,90,33.75,2,No,DE,0.0,No,Low
No,No,117,26.98,2,No,AL,0.03,No,Low
No,No,186,23.43,1,No,KS,0.08,No,Low
No,Yes,55,23.68,3,No,AK,0.01,No,Low
No,No,74,30.16,0,No,WI,0.07,No,Low
No,No,130,19.65,1,No,IN,0.04,No,Low
No,No,80,8.76,3,No,DC,0.0,No,Low
No,No,120,22.39,1,No,MS,0.01,No,Low
No,Yes,84,18.11,2,No,NH,0.08,No,Low
No,Yes,134,42.02,2,Yes,NJ,0.72,Yes,High
No,No,68,27.0,1,No,VT,0.0,No,Low
No,No,119,40.65,3,Yes,MD,0.71,Yes,High
Yes,Yes,166,29.89,1,No,KS,0.09,No,Low
No,Yes,90,32.86,0,No,NH,0.03,No,Low
No,Yes,82,23.43,2,No,AZ,0.01,No,Low
No,No,130,44.83,1,Yes,ID,0.71,Yes,High
No,No,130,42.84,0,No,TX,0.1,No,Low
Yes,No,155,27.73,0,No,RI,0.23,No,Low
No,No,81,55.2,0,Yes,OR,0.94,Yes,Critical
No,No,75,34.56,1,No,NC,0.06,No,Low
No,Yes,178,29.82,2,No,NM,0.0,No,Low
No,No,112,45.22,2,Yes,SC,0.75,Yes,Critical
No,No,100,13.38,0,No,AZ,0.15,No,Low
No,No,104,38.4,1,No,WV,0.02,No,Low
No,No,160,36.86,1,No,NY,0.01,No,Low
No,No,87,9.86,0,No,WV,0.03,No,Low
No,No,81,29.44,2,No,NM,0.0,No,Low
No,No,28,40.26,3,No,ME,0.04,No,Low
No,No,95,40.34,1,No,WI,0.05,No,Low
No,No,35,26.96,2,No,NJ,0.03,No,Low
No,No,134,50.32,0,Yes,WY,0.97,Yes,Critical
No,Yes,185,26.74,0,No,AR,0.02,No,Low
No,No,85,24.55,1,No,PA,0.03,No,Low
No,Yes,148,13.19,1,No,TN,0.06,No,Low
No,Yes,134,13.65,0,No,CT,0.01,No,Low
No,Yes,80,32.35,1,No,MA,0.0,No,Low
No,No,165,35.6,0,No,OH,0.08,No,Low
No,Yes,65,35.5,4,No,KS,0.13,No,Low
No,No,104,19.31,2,No,OK,0.0,No,Low
No,No,44,34.44,0,No,UT,0.02,No,Low
No,No,162,22.98,2,No,OH,0.0,No,Low
No,No,96,47.07,1,Yes,WA,0.94,Yes,Critical
No,No,72,48.86,4,Yes,IN,0.75,Yes,Critical
No,No,31,16.58,1,No,NE,0.0,No,Low
No,No,72,28.31,0,No,AL,0.0,No,Low
No,No,136,17.36,0,No,PA,0.06,No,Low
No,Yes,82,24.91,1,No,OR,0.01,No,Low
Yes,No,155,42.64,2,No,MN,0.35,No,Medium
No,No,136,27.78,7,No,GA,0.11,No,Low
No,No,57,27.37,3,No,TX,0.12,No,Low
No,No,112,13.87,1,No,NM,0.09,No,Low
No,No,95,21.86,6,Yes,NC,0.69,Yes,High
No,Yes,113,31.25,0,No,ID,0.02,No,Low
No,No,103,30.63,1,No,WI,0.01,No,Low
No,Yes,149,25.13,0,No,SC,0.04,No,Low
No,No,116,18.85,2,No,NV,0.09,No,Low
No,No,95,9.89,0,No,NE,0.06,No,Low
No,No,201,36.16,1,No,UT,0.01,No,Low
No,No,150,36.38,1,No,HI,0.02,No,Low
Yes,No,108,19.57,2,Yes,MI,0.89,Yes,Critical
Yes,No,101,26.59,1,No,MO,0.14,No,Low
No,Yes,182,21.78,1,No,AL,0.01,No,Low
No,No,128,38.74,1,Yes,VT,0.88,Yes,Critical
No,Yes,113,7.63,1,No,VA,0.03,No,Low
No,No,76,29.09,1,No,RI,0.0,No,Low
No,No,204,34.88,3,No,MD,0.12,No,Low
No,Yes,32,39.58,0,No,OH,0.02,No,Low
No,Yes,103,26.1,1,No,CO,0.0,No,Low
No,No,148,34.51,1,No,UT,0.06,No,Low
No,No,57,14.6,0,No,CO,0.03,No,Low
Yes,No,64,24.94,3,No,KY,0.1,No,Low
No,No,70,25.98,1,No,DC,0.03,No,Low
No,No,142,36.86,0,No,MA,0.01,No,Low
No,No,88,29.38,2,No,AZ,0.03,No,Low
No,No,131,44.78,2,No,IL,0.06,No,Low
No,No,130,46.21,4,Yes,CO,0.94,Yes,Critical
No,No,166,33.93,3,No,OR,0.0,No,Low
No,No,130,34.66,3,No,MS,0.02,No,Low
No,No,111,13.31,1,No,SC,0.03,No,Low
No,Yes,100,21.28,3,No,IN,0.01,No,Low
No,No,57,37.59,0,No,ME,0.1,No,Low
No,No,139,23.63,0,No,DE,0.0,No,Low
No,No,113,27.17,2,No,OR,0.09,No,Low
No,No,108,40.68,0,No,NJ,0.05,No,Low
No,No,100,19.26,4,Yes,MT,0.79,Yes,Critical
No,No,120,32.74,1,No,WV,0.0,No,Low
No,Yes,107,16.37,1,No,NJ,0.04,No,Low
No,No,104,47.67,5,No,IN,0.23,No,Low
No,No,62,41.7,4,No,NM,0.13,No,Low
No,Yes,34,25.76,2,No,MT,0.06,No,Low
No,No,183,32.3,1,No,NM,0.01,No,Low
No,No,123,19.52,2,No,IL,0.0,No,Low
No,No,64,19.35,3,No,IN,0.05,No,Low
No,No,27,38.66,1,No,ND,0.05,No,Low
No,No,123,38.08,0,No,NH,0.06,No,Low
No,Yes,84,26.16,1,No,NM,0.01,No,Low
No,No,91,32.39,0,No,LA,0.01,No,Low
No,No,95,26.74,2,No,KY,0.01,No,Low
No,No,73,40.85,0,No,WV,0.1,No,Low
No,Yes,58,36.02,1,No,WV,0.15,No,Low
No,No,88,19.33,1,No,IA,0.04,No,Low
No,Yes,67,29.7,0,No,NE,0.02,No,Low
No,No,152,27.44,1,No,WA,0.01,No,Low
No,Yes,142,39.22,1,No,PA,0.02,No,Low
No,No,105,39.54,1,No,ID,0.07,No,Low
No,Yes,93,52.05,0,No,DC,0.05,No,Low
No,No,79,40.26,2,No,KY,0.0,No,Low
No,No,88,26.1,1,No,SC,0.01,No,Low
No,No,110,27.12,2,No,NC,0.06,No,Low
No,No,209,26.13,0,No,NY,0.09,No,Low
No,No,27,39.46,5,No,OR,0.03,No,Low
No,No,117,34.32,1,No,IL,0.0,No,Low
No,No,87,31.77,1,No,MA,0.06,No,Low
No,Yes,129,33.42,1,No,CT,0.01,No,Low
No,No,142,39.46,1,No,WI,0.02,No,Low
No,No,112,28.22,0,No,OK,0.02,No,Low
No,Yes,97,23.97,3,No,AZ,0.04,No,Low
No,No,101,39.32,1,No,KS,0.04,No,Low
No,Yes,127,26.32,1,No,KS,0.02,No,Low
No,No,148,41.31,2,No,WY,0.06,No,Low
No,Yes,138,26.38,3,No,OK,0.04,No,Low
No,No,84,49.15,2,Yes,WA,0.97,Yes,Critical
No,No,133,50.15,2,Yes,MD,0.95,Yes,Critical
No,Yes,120,21.85,1,No,NY,0.01,No,Low
No,No,87,40.46,2,No,WI,0.05,No,Low
No,No,99,40.53,3,No,AK,0.09,No,Low
No,Yes,48,23.99,1,No,AZ,0.03,No,Low
No,No,57,26.88,0,No,KS,0.03,No,Low
No,No,127,18.34,0,No,CA,0.04,No,Low
No,No,114,34.65,1,No,IN,0.01,No,Low
No,No,84,47.6,0,Yes,CA,0.89,Yes,Critical
No,Yes,114,23.31,2,No,WI,0.01,No,Low
No,Yes,106,14.21,1,No,AL,0.01,No,Low
No,No,60,32.96,3,No,VT,0.01,No,Low
No,No,159,28.87,1,No,WV,0.0,No,Low
Yes,No,184,36.35,2,No,CT,0.12,No,Low
